Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2024 Advanced Micro Devices, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2024.1 (lin64) Build 5076996 Wed May 22 18:36:09 MDT 2024
| Date         : Fri Jul  5 03:38:25 2024
| Host         : binhkieudo running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /home/binhkieudo/Workspace/NewFramework/framework/generated-src/framework.fpga.vc707.VC707woDDRHarness.SmallRocketMTOptimizedMemVC707Config/obj/report/utilization.txt
| Design       : VC707woDDRHarness
| Device       : xc7vx485tffg1761-2
| Speed File   : -2
| Design State : Physopt postRoute
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------+------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                           Instance                          |                                    Module                                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|       subsystem_pbus                                        |                                                                 PeripheryBus |       1254 |       1006 |     248 |    0 |   389 |      0 |      0 |          0 |
|         (subsystem_pbus)                                    |                                                                 PeripheryBus |          0 |          0 |       0 |    0 |    64 |      0 |      0 |          0 |
|         atomics                                             |                                                             TLAtomicAutomata |        371 |        371 |       0 |    0 |   182 |      0 |      0 |          0 |
|         buffer                                              |                                                               TLBuffer_1_224 |        301 |        177 |     124 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_1_237 |        127 |         75 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_1_237 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_240 |        126 |         74 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                    Queue_238 |        174 |        102 |      72 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                    Queue_238 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_8_239 |        173 |        101 |      72 |    0 |     0 |      0 |      0 |          0 |
|         buffer_1                                            |                                                               TLBuffer_1_225 |        149 |         25 |     124 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_1_233 |         64 |         12 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_1_233 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_236 |         59 |          7 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                    Queue_234 |         85 |         13 |      72 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                    Queue_234 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_8_235 |         82 |         10 |      72 |    0 |     0 |      0 |      0 |          0 |
|         coupler_to_bootaddressreg                           |                                                      TLInterconnectCoupler_8 |         47 |         47 |       0 |    0 |    30 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_1 |         47 |         47 |       0 |    0 |    30 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_1 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                                   Repeater_1 |         47 |         47 |       0 |    0 |    21 |      0 |      0 |          0 |
|         coupler_to_device_named_gpio_0                      |                                                      TLInterconnectCoupler_9 |        124 |        124 |       0 |    0 |    30 |      0 |      0 |          0 |
|           fragmenter                                        |                                                           TLFragmenter_2_231 |        124 |        124 |       0 |    0 |    30 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                           TLFragmenter_2_231 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_232 |        121 |        121 |       0 |    0 |    21 |      0 |      0 |          0 |
|         coupler_to_device_named_spi_0                       |                                                  TLInterconnectCoupler_9_226 |        124 |        124 |       0 |    0 |    30 |      0 |      0 |          0 |
|           fragmenter                                        |                                                           TLFragmenter_2_229 |        124 |        124 |       0 |    0 |    30 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                           TLFragmenter_2_229 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_230 |        121 |        121 |       0 |    0 |    21 |      0 |      0 |          0 |
|         coupler_to_device_named_uart_0                      |                                                  TLInterconnectCoupler_9_227 |         69 |         69 |       0 |    0 |    30 |      0 |      0 |          0 |
|           fragmenter                                        |                                                               TLFragmenter_2 |         69 |         69 |       0 |    0 |    30 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                               TLFragmenter_2 |          3 |          3 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_228 |         66 |         66 |       0 |    0 |    21 |      0 |      0 |          0 |
|         out_xbar                                            |                                                                     TLXbar_2 |         76 |         76 |       0 |    0 |    11 |      0 |      0 |          0 |
|       subsystem_sbus                                        |                                                                    SystemBus |        835 |        835 |       0 |    0 |   137 |      0 |      0 |          0 |
|         coupler_to_subsystem_sbusscratchpad10               |                                                      TLInterconnectCoupler_7 |         25 |         25 |       0 |    0 |    34 |      0 |      0 |          0 |
|           fragmenter                                        |                                                                 TLFragmenter |         25 |         25 |       0 |    0 |    34 |      0 |      0 |          0 |
|             (fragmenter)                                    |                                                                 TLFragmenter |          6 |          6 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                                     Repeater |         19 |         19 |       0 |    0 |    25 |      0 |      0 |          0 |
|         system_bus_xbar                                     |                                                                       TLXbar |        811 |        811 |       0 |    0 |   103 |      0 |      0 |          0 |
|       tile_prci_domain                                      |                                                               TilePRCIDomain |       8402 |       8035 |     366 |    1 |  4613 |      0 |     10 |         21 |
|         buffer                                              |                                                              TLBuffer_11_173 |        188 |         58 |     130 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                 Queue_16_220 |         97 |         45 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                 Queue_16_220 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_0_223 |         94 |         42 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                 Queue_15_221 |         91 |         13 |      78 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                 Queue_15_221 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_7_222 |         88 |         10 |      78 |    0 |     0 |      0 |      0 |          0 |
|         buffer_1                                            |                                                               TLBuffer_1_174 |        143 |         11 |     132 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_1_216 |         57 |          5 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_1_216 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_219 |         54 |          2 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                    Queue_217 |         86 |          6 |      80 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                    Queue_217 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_8_218 |         83 |          3 |      80 |    0 |     0 |      0 |      0 |          0 |
|         intsink                                             |                                                 IntSyncAsyncCrossingSink_175 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|           chain                                             |                                               SynchronizerShiftReg_w1_d3_214 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain                                    |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_215 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         tile_reset_domain_tile                              |                                                               RocketTile_176 |       8072 |       7968 |     104 |    0 |  4600 |      0 |     10 |         21 |
|           core                                              |                                                                   Rocket_177 |       4589 |       4501 |      88 |    0 |  1927 |      0 |      0 |         21 |
|             (core)                                          |                                                                   Rocket_177 |        908 |        908 |       0 |    0 |   632 |      0 |      0 |          0 |
|             csr                                             |                                                                  CSRFile_210 |       2260 |       2260 |       0 |    0 |  1022 |      0 |      0 |          0 |
|             div                                             |                                                                   MulDiv_211 |       1195 |       1195 |       0 |    0 |   214 |      0 |      0 |         21 |
|             ibuf                                            |                                                                     IBuf_212 |        108 |        108 |       0 |    0 |    59 |      0 |      0 |          0 |
|             rf_ext                                          |                                                               rf_combMem_213 |        122 |         34 |      88 |    0 |     0 |      0 |      0 |          0 |
|           dcache                                            |                                                                   DCache_178 |       1368 |       1368 |       0 |    0 |   857 |      0 |      8 |          0 |
|             (dcache)                                        |                                                                   DCache_178 |       1239 |       1239 |       0 |    0 |   857 |      0 |      0 |          0 |
|             data                                            |                                                          DCacheDataArray_199 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|               data_arrays_0                                 |                                                            data_arrays_0_200 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|                 data_arrays_0_ext                           |                                                        data_arrays_0_ext_201 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|                   mem_0_0                                   |                                                  split_data_arrays_0_ext_202 |         39 |         39 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_1                                   |                                                  split_data_arrays_0_ext_203 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_2                                   |                                                  split_data_arrays_0_ext_204 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_3                                   |                                                  split_data_arrays_0_ext_205 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_4                                   |                                                  split_data_arrays_0_ext_206 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_5                                   |                                                  split_data_arrays_0_ext_207 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_6                                   |                                                  split_data_arrays_0_ext_208 |         14 |         14 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_7                                   |                                                  split_data_arrays_0_ext_209 |         18 |         18 |       0 |    0 |     0 |      0 |      1 |          0 |
|           dcacheArb                                         |                                                        HellaCacheArbiter_179 |         68 |         68 |       0 |    0 |     4 |      0 |      0 |          0 |
|           dtim_adapter                                      |                                                      ScratchpadSlavePort_180 |        161 |        161 |       0 |    0 |   187 |      0 |      0 |          0 |
|           fragmenter_1                                      |                                                          TLFragmenter_12_181 |         47 |         47 |       0 |    0 |    55 |      0 |      0 |          0 |
|             (fragmenter_1)                                  |                                                          TLFragmenter_12_181 |         10 |         10 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_198 |         37 |         37 |       0 |    0 |    46 |      0 |      0 |          0 |
|           frontend                                          |                                                                 Frontend_182 |       1363 |       1347 |      16 |    0 |  1002 |      0 |      2 |          0 |
|             (frontend)                                      |                                                                 Frontend_182 |          2 |          2 |       0 |    0 |    89 |      0 |      0 |          0 |
|             fq                                              |                                                               ShiftQueue_185 |        765 |        765 |       0 |    0 |   375 |      0 |      0 |          0 |
|             icache                                          |                                                                   ICache_186 |        189 |        173 |      16 |    0 |   112 |      0 |      2 |          0 |
|               (icache)                                      |                                                                   ICache_186 |        126 |        126 |       0 |    0 |   107 |      0 |      0 |          0 |
|               data_arrays_0_0                               |                                                          data_arrays_0_0_189 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|                 data_arrays_0_0_ext                         |                                                      data_arrays_0_0_ext_196 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_0                                   |                                                split_data_arrays_0_0_ext_197 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|               data_arrays_1_0                               |                                                          data_arrays_1_0_190 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                 data_arrays_0_0_ext                         |                                                      data_arrays_0_0_ext_194 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_0                                   |                                                split_data_arrays_0_0_ext_195 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|               tag_array_0                                   |                                                              tag_array_0_191 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|                 tag_array_0_ext                             |                                                          tag_array_0_ext_192 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|                   mem_0_0                                   |                                                    split_tag_array_0_ext_193 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|             tlb                                             |                                                                    TLB_1_187 |        407 |        407 |       0 |    0 |   426 |      0 |      0 |          0 |
|               (tlb)                                         |                                                                    TLB_1_187 |        267 |        267 |       0 |    0 |   426 |      0 |      0 |          0 |
|               pmp                                           |                                                             PMPChecker_2_188 |        141 |        141 |       0 |    0 |     0 |      0 |      0 |          0 |
|           ptw                                               |                                                                      PTW_183 |        695 |        695 |       0 |    0 |   556 |      0 |      0 |          0 |
|           tlMasterXbar                                      |                                                                 TLXbar_6_184 |         49 |         49 |       0 |    0 |    12 |      0 |      0 |          0 |
|       tile_prci_domain_1                                    |                                                            TilePRCIDomain_16 |       8420 |       8053 |     366 |    1 |  4613 |      0 |     10 |         21 |
|         buffer                                              |                                                              TLBuffer_11_122 |        198 |         68 |     130 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                 Queue_16_169 |         97 |         45 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                 Queue_16_169 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_0_172 |         94 |         42 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                 Queue_15_170 |        101 |         23 |      78 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                 Queue_15_170 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_7_171 |         98 |         20 |      78 |    0 |     0 |      0 |      0 |          0 |
|         buffer_1                                            |                                                               TLBuffer_1_123 |        145 |         13 |     132 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_1_165 |         59 |          7 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_1_165 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_168 |         55 |          3 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                    Queue_166 |         86 |          6 |      80 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                    Queue_166 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_8_167 |         83 |          3 |      80 |    0 |     0 |      0 |      0 |          0 |
|         intsink                                             |                                                 IntSyncAsyncCrossingSink_124 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|           chain                                             |                                               SynchronizerShiftReg_w1_d3_163 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain                                    |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_164 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         tile_reset_domain_tile                              |                                                               RocketTile_125 |       8078 |       7974 |     104 |    0 |  4600 |      0 |     10 |         21 |
|           core                                              |                                                                   Rocket_126 |       4597 |       4509 |      88 |    0 |  1927 |      0 |      0 |         21 |
|             (core)                                          |                                                                   Rocket_126 |        909 |        909 |       0 |    0 |   632 |      0 |      0 |          0 |
|             csr                                             |                                                                  CSRFile_159 |       2265 |       2265 |       0 |    0 |  1022 |      0 |      0 |          0 |
|             div                                             |                                                                   MulDiv_160 |       1195 |       1195 |       0 |    0 |   214 |      0 |      0 |         21 |
|             ibuf                                            |                                                                     IBuf_161 |        108 |        108 |       0 |    0 |    59 |      0 |      0 |          0 |
|             rf_ext                                          |                                                               rf_combMem_162 |        122 |         34 |      88 |    0 |     0 |      0 |      0 |          0 |
|           dcache                                            |                                                                   DCache_127 |       1370 |       1370 |       0 |    0 |   857 |      0 |      8 |          0 |
|             (dcache)                                        |                                                                   DCache_127 |       1240 |       1240 |       0 |    0 |   857 |      0 |      0 |          0 |
|             data                                            |                                                          DCacheDataArray_148 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|               data_arrays_0                                 |                                                            data_arrays_0_149 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|                 data_arrays_0_ext                           |                                                        data_arrays_0_ext_150 |        130 |        130 |       0 |    0 |     0 |      0 |      8 |          0 |
|                   mem_0_0                                   |                                                  split_data_arrays_0_ext_151 |         40 |         40 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_1                                   |                                                  split_data_arrays_0_ext_152 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_2                                   |                                                  split_data_arrays_0_ext_153 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_3                                   |                                                  split_data_arrays_0_ext_154 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_4                                   |                                                  split_data_arrays_0_ext_155 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_5                                   |                                                  split_data_arrays_0_ext_156 |         14 |         14 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_6                                   |                                                  split_data_arrays_0_ext_157 |         13 |         13 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_7                                   |                                                  split_data_arrays_0_ext_158 |         14 |         14 |       0 |    0 |     0 |      0 |      1 |          0 |
|           dcacheArb                                         |                                                        HellaCacheArbiter_128 |         68 |         68 |       0 |    0 |     4 |      0 |      0 |          0 |
|           dtim_adapter                                      |                                                      ScratchpadSlavePort_129 |        162 |        162 |       0 |    0 |   187 |      0 |      0 |          0 |
|           fragmenter_1                                      |                                                          TLFragmenter_12_130 |         47 |         47 |       0 |    0 |    55 |      0 |      0 |          0 |
|             (fragmenter_1)                                  |                                                          TLFragmenter_12_130 |         10 |         10 |       0 |    0 |     9 |      0 |      0 |          0 |
|             repeater                                        |                                                               Repeater_2_147 |         37 |         37 |       0 |    0 |    46 |      0 |      0 |          0 |
|           frontend                                          |                                                                 Frontend_131 |       1359 |       1343 |      16 |    0 |  1002 |      0 |      2 |          0 |
|             (frontend)                                      |                                                                 Frontend_131 |          2 |          2 |       0 |    0 |    89 |      0 |      0 |          0 |
|             fq                                              |                                                               ShiftQueue_134 |        760 |        760 |       0 |    0 |   375 |      0 |      0 |          0 |
|             icache                                          |                                                                   ICache_135 |        189 |        173 |      16 |    0 |   112 |      0 |      2 |          0 |
|               (icache)                                      |                                                                   ICache_135 |        126 |        126 |       0 |    0 |   107 |      0 |      0 |          0 |
|               data_arrays_0_0                               |                                                          data_arrays_0_0_138 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|                 data_arrays_0_0_ext                         |                                                      data_arrays_0_0_ext_145 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_0                                   |                                                split_data_arrays_0_0_ext_146 |         22 |         22 |       0 |    0 |     0 |      0 |      1 |          0 |
|               data_arrays_1_0                               |                                                          data_arrays_1_0_139 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                 data_arrays_0_0_ext                         |                                                      data_arrays_0_0_ext_143 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_0                                   |                                                split_data_arrays_0_0_ext_144 |          8 |          8 |       0 |    0 |     0 |      0 |      1 |          0 |
|               tag_array_0                                   |                                                              tag_array_0_140 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|                 tag_array_0_ext                             |                                                          tag_array_0_ext_141 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|                   mem_0_0                                   |                                                    split_tag_array_0_ext_142 |         34 |         18 |      16 |    0 |     5 |      0 |      0 |          0 |
|             tlb                                             |                                                                    TLB_1_136 |        408 |        408 |       0 |    0 |   426 |      0 |      0 |          0 |
|               (tlb)                                         |                                                                    TLB_1_136 |        268 |        268 |       0 |    0 |   426 |      0 |      0 |          0 |
|               pmp                                           |                                                             PMPChecker_2_137 |        141 |        141 |       0 |    0 |     0 |      0 |      0 |          0 |
|           ptw                                               |                                                                      PTW_132 |        694 |        694 |       0 |    0 |   556 |      0 |      0 |          0 |
|           tlMasterXbar                                      |                                                                 TLXbar_6_133 |         49 |         49 |       0 |    0 |    12 |      0 |      0 |          0 |
|       tile_prci_domain_2                                    |                                                            TilePRCIDomain_17 |       8506 |       8139 |     366 |    1 |  4613 |      0 |     10 |         21 |
|         buffer                                              |                                                               TLBuffer_11_71 |        295 |        165 |     130 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                 Queue_16_118 |         97 |         45 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                 Queue_16_118 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_0_121 |         94 |         42 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                 Queue_15_119 |        198 |        120 |      78 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                 Queue_15_119 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_7_120 |        195 |        117 |      78 |    0 |     0 |      0 |      0 |          0 |
|         buffer_1                                            |                                                                TLBuffer_1_72 |        145 |         13 |     132 |    0 |     6 |      0 |      0 |          0 |
|           bundleIn_0_d_q                                    |                                                                  Queue_1_114 |         59 |          7 |      52 |    0 |     3 |      0 |      0 |          0 |
|             (bundleIn_0_d_q)                                |                                                                  Queue_1_114 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_1_117 |         55 |          3 |      52 |    0 |     0 |      0 |      0 |          0 |
|           x1_a_q                                            |                                                                    Queue_115 |         86 |          6 |      80 |    0 |     3 |      0 |      0 |          0 |
|             (x1_a_q)                                        |                                                                    Queue_115 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             ram_ext                                         |                                                            ram_combMem_8_116 |         83 |          3 |      80 |    0 |     0 |      0 |      0 |          0 |
|         intsink                                             |                                                  IntSyncAsyncCrossingSink_73 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|           chain                                             |                                               SynchronizerShiftReg_w1_d3_112 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|             output_chain                                    |                             NonSyncResetSynchronizerPrimitiveShiftReg_d3_113 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         tile_reset_domain_tile                              |                                                                RocketTile_74 |       8067 |       7963 |     104 |    0 |  4600 |      0 |     10 |         21 |
|           core                                              |                                                                    Rocket_75 |       4591 |       4503 |      88 |    0 |  1927 |      0 |      0 |         21 |
|             (core)                                          |                                                                    Rocket_75 |        907 |        907 |       0 |    0 |   632 |      0 |      0 |          0 |
|             csr                                             |                                                                  CSRFile_108 |       2265 |       2265 |       0 |    0 |  1022 |      0 |      0 |          0 |
|             div                                             |                                                                   MulDiv_109 |       1194 |       1194 |       0 |    0 |   214 |      0 |      0 |         21 |
|             ibuf                                            |                                                                     IBuf_110 |        106 |        106 |       0 |    0 |    59 |      0 |      0 |          0 |
|             rf_ext                                          |                                                               rf_combMem_111 |        122 |         34 |      88 |    0 |     0 |      0 |      0 |          0 |
|           dcache                                            |                                                                    DCache_76 |       1373 |       1373 |       0 |    0 |   857 |      0 |      8 |          0 |
|             (dcache)                                        |                                                                    DCache_76 |       1240 |       1240 |       0 |    0 |   857 |      0 |      0 |          0 |
|             data                                            |                                                           DCacheDataArray_97 |        134 |        134 |       0 |    0 |     0 |      0 |      8 |          0 |
|               data_arrays_0                                 |                                                             data_arrays_0_98 |        134 |        134 |       0 |    0 |     0 |      0 |      8 |          0 |
|                 data_arrays_0_ext                           |                                                         data_arrays_0_ext_99 |        134 |        134 |       0 |    0 |     0 |      0 |      8 |          0 |
|                   mem_0_0                                   |                                                  split_data_arrays_0_ext_100 |         38 |         38 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_1                                   |                                                  split_data_arrays_0_ext_101 |         13 |         13 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_2                                   |                                                  split_data_arrays_0_ext_102 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_3                                   |                                                  split_data_arrays_0_ext_103 |         15 |         15 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_4                                   |                                                  split_data_arrays_0_ext_104 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
|                   mem_0_5                                   |                                                  split_data_arrays_0_ext_105 |         16 |         16 |       0 |    0 |     0 |      0 |      1 |          0 |
